tanggal,provinsi,komoditas,harga
2021-05-31,DKI Jakarta,Padi,6579.0
2021-06-01,DKI Jakarta,Padi,6620.0
2021-06-02,DKI Jakarta,Padi,6625.0
2021-06-03,DKI Jakarta,Padi,6496.0
2021-06-04,DKI Jakarta,Padi,6461.0
2021-06-05,DKI Jakarta,Padi,6507.0
2021-06-06,DKI Jakarta,Padi,6458.0
2021-06-07,DKI Jakarta,Padi,6436.0
2021-06-08,DKI Jakarta,Padi,6375.0
2021-06-09,DKI Jakarta,Padi,6449.0
2021-06-10,DKI Jakarta,Padi,6517.0
2021-06-11,DKI Jakarta,Padi,6464.0
2021-06-12,DKI Jakarta,Padi,6459.0
2021-06-13,DKI Jakarta,Padi,6415.0
2021-06-14,DKI Jakarta,Padi,6433.0
2021-06-15,DKI Jakarta,Padi,6445.0
2021-06-16,DKI Jakarta,Padi,6472.0
2021-06-17,DKI Jakarta,Padi,6476.0
2021-06-18,DKI Jakarta,Padi,6603.0
2021-06-19,DKI Jakarta,Padi,6542.0
2021-06-20,DKI Jakarta,Padi,6449.0
2021-06-21,DKI Jakarta,Padi,6418.0
2021-06-22,DKI Jakarta,Padi,6332.0
2021-06-23,DKI Jakarta,Padi,6249.0
2021-06-24,DKI Jakarta,Padi,6189.0
2021-06-25,DKI Jakarta,Padi,6133.0
2021-06-26,DKI Jakarta,Padi,6075.0
2021-06-27,DKI Jakarta,Padi,6087.0
2021-06-28,DKI Jakarta,Padi,6051.0
2021-06-29,DKI Jakarta,Padi,6030.0
2021-06-30,DKI Jakarta,Padi,6060.0
2021-07-01,DKI Jakarta,Padi,6011.0
2021-07-02,DKI Jakarta,Padi,5986.0
2021-07-03,DKI Jakarta,Padi,5991.0
2021-07-04,DKI Jakarta,Padi,5887.0
2021-07-05,DKI Jakarta,Padi,5761.0
2021-07-06,DKI Jakarta,Padi,5765.0
2021-07-07,DKI Jakarta,Padi,5776.0
2021-07-08,DKI Jakarta,Padi,5862.0
2021-07-09,DKI Jakarta,Padi,5857.0
2021-07-10,DKI Jakarta,Padi,5884.0
2021-07-11,DKI Jakarta,Padi,5862.0
2021-07-12,DKI Jakarta,Padi,5864.0
2021-07-13,DKI Jakarta,Padi,5931.0
2021-07-14,DKI Jakarta,Padi,5818.0
2021-07-15,DKI Jakarta,Padi,5825.0
2021-07-16,DKI Jakarta,Padi,5915.0
2021-07-17,DKI Jakarta,Padi,5916.0
2021-07-18,DKI Jakarta,Padi,5982.0
2021-07-19,DKI Jakarta,Padi,5941.0
2021-07-20,DKI Jakarta,Padi,5927.0
2021-07-21,DKI Jakarta,Padi,5917.0
2021-07-22,DKI Jakarta,Padi,5800.0
2021-07-23,DKI Jakarta,Padi,5733.0
2021-07-24,DKI Jakarta,Padi,5669.0
2021-07-25,DKI Jakarta,Padi,5697.0
2021-07-26,DKI Jakarta,Padi,5727.0
2021-07-27,DKI Jakarta,Padi,5731.0
2021-07-28,DKI Jakarta,Padi,5759.0
2021-07-29,DKI Jakarta,Padi,5740.0
2021-07-30,DKI Jakarta,Padi,5786.0
2021-07-31,DKI Jakarta,Padi,5775.0
2021-08-01,DKI Jakarta,Padi,5767.0
2021-08-02,DKI Jakarta,Padi,5744.0
2021-08-03,DKI Jakarta,Padi,5766.0
2021-08-04,DKI Jakarta,Padi,5735.0
2021-08-05,DKI Jakarta,Padi,5771.0
2021-08-06,DKI Jakarta,Padi,5707.0
2021-08-07,DKI Jakarta,Padi,5645.0
2021-08-08,DKI Jakarta,Padi,5667.0
2021-08-09,DKI Jakarta,Padi,5653.0
2021-08-10,DKI Jakarta,Padi,5622.0
2021-08-11,DKI Jakarta,Padi,5655.0
2021-08-12,DKI Jakarta,Padi,5616.0
2021-08-13,DKI Jakarta,Padi,5597.0
2021-08-14,DKI Jakarta,Padi,5655.0
2021-08-15,DKI Jakarta,Padi,5719.0
2021-08-16,DKI Jakarta,Padi,5785.0
2021-08-17,DKI Jakarta,Padi,5762.0
2021-08-18,DKI Jakarta,Padi,5812.0
2021-08-19,DKI Jakarta,Padi,5759.0
2021-08-20,DKI Jakarta,Padi,5707.0
2021-08-21,DKI Jakarta,Padi,5588.0
2021-08-22,DKI Jakarta,Padi,5659.0
2021-08-23,DKI Jakarta,Padi,5610.0
2021-08-24,DKI Jakarta,Padi,5597.0
2021-08-25,DKI Jakarta,Padi,5546.0
2021-08-26,DKI Jakarta,Padi,5572.0
2021-08-27,DKI Jakarta,Padi,5547.0
2021-08-28,DKI Jakarta,Padi,5478.0
2021-08-29,DKI Jakarta,Padi,5492.0
2021-08-30,DKI Jakarta,Padi,5418.0
2021-08-31,DKI Jakarta,Padi,5372.0
2021-09-01,DKI Jakarta,Padi,5265.0
2021-09-02,DKI Jakarta,Padi,5192.0
2021-09-03,DKI Jakarta,Padi,5195.0
2021-09-04,DKI Jakarta,Padi,5096.0
2021-09-05,DKI Jakarta,Padi,5020.0
2021-09-06,DKI Jakarta,Padi,5015.0
2021-09-07,DKI Jakarta,Padi,4984.0
2021-09-08,DKI Jakarta,Padi,5074.0
2021-09-09,DKI Jakarta,Padi,5156.0
2021-09-10,DKI Jakarta,Padi,5111.0
2021-09-11,DKI Jakarta,Padi,5133.0
2021-09-12,DKI Jakarta,Padi,5165.0
2021-09-13,DKI Jakarta,Padi,5133.0
2021-09-14,DKI Jakarta,Padi,5058.0
2021-09-15,DKI Jakarta,Padi,5054.0
2021-09-16,DKI Jakarta,Padi,5043.0
2021-09-17,DKI Jakarta,Padi,5019.0
2021-09-18,DKI Jakarta,Padi,5038.0
2021-09-19,DKI Jakarta,Padi,4999.0
2021-09-20,DKI Jakarta,Padi,4942.0
2021-09-21,DKI Jakarta,Padi,4946.0
2021-09-22,DKI Jakarta,Padi,4962.0
2021-09-23,DKI Jakarta,Padi,4905.0
2021-09-24,DKI Jakarta,Padi,4947.0
2021-09-25,DKI Jakarta,Padi,4862.0
2021-09-26,DKI Jakarta,Padi,4834.0
2021-09-27,DKI Jakarta,Padi,4821.0
2021-09-28,DKI Jakarta,Padi,4790.0
2021-09-29,DKI Jakarta,Padi,4763.0
2021-09-30,DKI Jakarta,Padi,4852.0
2021-10-01,DKI Jakarta,Padi,4812.0
2021-10-02,DKI Jakarta,Padi,4928.0
2021-10-03,DKI Jakarta,Padi,4949.0
2021-10-04,DKI Jakarta,Padi,4955.0
2021-10-05,DKI Jakarta,Padi,4978.0
2021-10-06,DKI Jakarta,Padi,5100.0
2021-10-07,DKI Jakarta,Padi,5054.0
2021-10-08,DKI Jakarta,Padi,5003.0
2021-10-09,DKI Jakarta,Padi,4969.0
2021-10-10,DKI Jakarta,Padi,4972.0
2021-10-11,DKI Jakarta,Padi,4893.0
2021-10-12,DKI Jakarta,Padi,4896.0
2021-10-13,DKI Jakarta,Padi,4980.0
2021-10-14,DKI Jakarta,Padi,4990.0
2021-10-15,DKI Jakarta,Padi,4979.0
2021-10-16,DKI Jakarta,Padi,4953.0
2021-10-17,DKI Jakarta,Padi,5000.0
2021-10-18,DKI Jakarta,Padi,4964.0
2021-10-19,DKI Jakarta,Padi,5056.0
2021-10-20,DKI Jakarta,Padi,5152.0
2021-10-21,DKI Jakarta,Padi,5169.0
2021-10-22,DKI Jakarta,Padi,5173.0
2021-10-23,DKI Jakarta,Padi,5227.0
2021-10-24,DKI Jakarta,Padi,5285.0
2021-10-25,DKI Jakarta,Padi,5252.0
2021-10-26,DKI Jakarta,Padi,5232.0
2021-10-27,DKI Jakarta,Padi,5175.0
2021-10-28,DKI Jakarta,Padi,5201.0
2021-10-29,DKI Jakarta,Padi,5238.0
2021-10-30,DKI Jakarta,Padi,5181.0
2021-10-31,DKI Jakarta,Padi,5166.0
2021-11-01,DKI Jakarta,Padi,5109.0
2021-11-02,DKI Jakarta,Padi,5073.0
2021-11-03,DKI Jakarta,Padi,5106.0
2021-11-04,DKI Jakarta,Padi,5079.0
2021-11-05,DKI Jakarta,Padi,5072.0
2021-11-06,DKI Jakarta,Padi,5002.0
2021-11-07,DKI Jakarta,Padi,5019.0
2021-11-08,DKI Jakarta,Padi,5025.0
2021-11-09,DKI Jakarta,Padi,4999.0
2021-11-10,DKI Jakarta,Padi,4998.0
2021-11-11,DKI Jakarta,Padi,5015.0
2021-11-12,DKI Jakarta,Padi,4985.0
2021-11-13,DKI Jakarta,Padi,4924.0
2021-11-14,DKI Jakarta,Padi,5019.0
2021-11-15,DKI Jakarta,Padi,4998.0
2021-11-16,DKI Jakarta,Padi,5003.0
2021-11-17,DKI Jakarta,Padi,5061.0
2021-11-18,DKI Jakarta,Padi,5238.0
2021-11-19,DKI Jakarta,Padi,5189.0
2021-11-20,DKI Jakarta,Padi,5221.0
2021-11-21,DKI Jakarta,Padi,5197.0
2021-11-22,DKI Jakarta,Padi,5182.0
2021-11-23,DKI Jakarta,Padi,5158.0
2021-11-24,DKI Jakarta,Padi,5115.0
2021-11-25,DKI Jakarta,Padi,5124.0
2021-11-26,DKI Jakarta,Padi,5065.0
2021-11-27,DKI Jakarta,Padi,5121.0
2021-11-28,DKI Jakarta,Padi,5135.0
2021-11-29,DKI Jakarta,Padi,5166.0
2021-11-30,DKI Jakarta,Padi,5155.0
2021-12-01,DKI Jakarta,Padi,5150.0
2021-12-02,DKI Jakarta,Padi,5175.0
2021-12-03,DKI Jakarta,Padi,5131.0
2021-12-04,DKI Jakarta,Padi,5126.0
2021-12-05,DKI Jakarta,Padi,5097.0
2021-12-06,DKI Jakarta,Padi,5067.0
2021-12-07,DKI Jakarta,Padi,4979.0
2021-12-08,DKI Jakarta,Padi,5055.0
2021-12-09,DKI Jakarta,Padi,5035.0
2021-12-10,DKI Jakarta,Padi,5102.0
2021-12-11,DKI Jakarta,Padi,5166.0
2021-12-12,DKI Jakarta,Padi,5117.0
2021-12-13,DKI Jakarta,Padi,5078.0
2021-12-14,DKI Jakarta,Padi,5212.0
2021-12-15,DKI Jakarta,Padi,5308.0
2021-12-16,DKI Jakarta,Padi,5320.0
2021-12-17,DKI Jakarta,Padi,5345.0
2021-12-18,DKI Jakarta,Padi,5328.0
2021-12-19,DKI Jakarta,Padi,5361.0
2021-12-20,DKI Jakarta,Padi,5340.0
2021-12-21,DKI Jakarta,Padi,5257.0
2021-12-22,DKI Jakarta,Padi,5207.0
2021-12-23,DKI Jakarta,Padi,5222.0
2021-12-24,DKI Jakarta,Padi,5181.0
2021-12-25,DKI Jakarta,Padi,5191.0
2021-12-26,DKI Jakarta,Padi,5154.0
2021-12-27,DKI Jakarta,Padi,5130.0
2021-12-28,DKI Jakarta,Padi,5184.0
2021-12-29,DKI Jakarta,Padi,5209.0
2021-12-30,DKI Jakarta,Padi,5222.0
2021-12-31,DKI Jakarta,Padi,5277.0
2022-01-01,DKI Jakarta,Padi,5313.0
2022-01-02,DKI Jakarta,Padi,5395.0
2022-01-03,DKI Jakarta,Padi,5387.0
2022-01-04,DKI Jakarta,Padi,5380.0
2022-01-05,DKI Jakarta,Padi,5331.0
2022-01-06,DKI Jakarta,Padi,5324.0
2022-01-07,DKI Jakarta,Padi,5384.0
2022-01-08,DKI Jakarta,Padi,5459.0
2022-01-09,DKI Jakarta,Padi,5517.0
2022-01-10,DKI Jakarta,Padi,5446.0
2022-01-11,DKI Jakarta,Padi,5510.0
2022-01-12,DKI Jakarta,Padi,5436.0
2022-01-13,DKI Jakarta,Padi,5492.0
2022-01-14,DKI Jakarta,Padi,5488.0
2022-01-15,DKI Jakarta,Padi,5534.0
2022-01-16,DKI Jakarta,Padi,5484.0
2022-01-17,DKI Jakarta,Padi,5552.0
2022-01-18,DKI Jakarta,Padi,5496.0
2022-01-19,DKI Jakarta,Padi,5477.0
2022-01-20,DKI Jakarta,Padi,5442.0
2022-01-21,DKI Jakarta,Padi,5371.0
2022-01-22,DKI Jakarta,Padi,5389.0
2022-01-23,DKI Jakarta,Padi,5487.0
2022-01-24,DKI Jakarta,Padi,5626.0
2022-01-25,DKI Jakarta,Padi,5643.0
2022-01-26,DKI Jakarta,Padi,5708.0
2022-01-27,DKI Jakarta,Padi,5732.0
2022-01-28,DKI Jakarta,Padi,5767.0
2022-01-29,DKI Jakarta,Padi,5763.0
2022-01-30,DKI Jakarta,Padi,5784.0
2022-01-31,DKI Jakarta,Padi,5822.0
2022-02-01,DKI Jakarta,Padi,5806.0
2022-02-02,DKI Jakarta,Padi,5814.0
2022-02-03,DKI Jakarta,Padi,5823.0
2022-02-04,DKI Jakarta,Padi,5873.0
2022-02-05,DKI Jakarta,Padi,5834.0
2022-02-06,DKI Jakarta,Padi,5842.0
2022-02-07,DKI Jakarta,Padi,5944.0
2022-02-08,DKI Jakarta,Padi,6010.0
2022-02-09,DKI Jakarta,Padi,6085.0
2022-02-10,DKI Jakarta,Padi,6097.0
2022-02-11,DKI Jakarta,Padi,6122.0
2022-02-12,DKI Jakarta,Padi,6180.0
2022-02-13,DKI Jakarta,Padi,6265.0
2022-02-14,DKI Jakarta,Padi,6182.0
2022-02-15,DKI Jakarta,Padi,6129.0
2022-02-16,DKI Jakarta,Padi,6201.0
2022-02-17,DKI Jakarta,Padi,6198.0
2022-02-18,DKI Jakarta,Padi,6175.0
2022-02-19,DKI Jakarta,Padi,6125.0
2022-02-20,DKI Jakarta,Padi,6107.0
2022-02-21,DKI Jakarta,Padi,6050.0
2022-02-22,DKI Jakarta,Padi,6158.0
2022-02-23,DKI Jakarta,Padi,6165.0
2022-02-24,DKI Jakarta,Padi,6171.0
2022-02-25,DKI Jakarta,Padi,6207.0
2022-02-26,DKI Jakarta,Padi,6261.0
2022-02-27,DKI Jakarta,Padi,6313.0
2022-02-28,DKI Jakarta,Padi,6372.0
2022-03-01,DKI Jakarta,Padi,6349.0
2022-03-02,DKI Jakarta,Padi,6342.0
2022-03-03,DKI Jakarta,Padi,6386.0
2022-03-04,DKI Jakarta,Padi,6368.0
2022-03-05,DKI Jakarta,Padi,6374.0
2022-03-06,DKI Jakarta,Padi,6400.0
2022-03-07,DKI Jakarta,Padi,6443.0
2022-03-08,DKI Jakarta,Padi,6365.0
2022-03-09,DKI Jakarta,Padi,6405.0
2022-03-10,DKI Jakarta,Padi,6399.0
2022-03-11,DKI Jakarta,Padi,6439.0
2022-03-12,DKI Jakarta,Padi,6481.0
2022-03-13,DKI Jakarta,Padi,6562.0
2022-03-14,DKI Jakarta,Padi,6631.0
2022-03-15,DKI Jakarta,Padi,6700.0
2022-03-16,DKI Jakarta,Padi,6773.0
2022-03-17,DKI Jakarta,Padi,6791.0
2022-03-18,DKI Jakarta,Padi,6797.0
2022-03-19,DKI Jakarta,Padi,6842.0
2022-03-20,DKI Jakarta,Padi,6880.0
2022-03-21,DKI Jakarta,Padi,6869.0
2022-03-22,DKI Jakarta,Padi,6891.0
2022-03-23,DKI Jakarta,Padi,6893.0
2022-03-24,DKI Jakarta,Padi,6855.0
2022-03-25,DKI Jakarta,Padi,6919.0
2022-03-26,DKI Jakarta,Padi,6923.0
2022-03-27,DKI Jakarta,Padi,7023.0
2022-03-28,DKI Jakarta,Padi,6947.0
2022-03-29,DKI Jakarta,Padi,6923.0
2022-03-30,DKI Jakarta,Padi,6926.0
2022-03-31,DKI Jakarta,Padi,6981.0
2022-04-01,DKI Jakarta,Padi,7001.0
2022-04-02,DKI Jakarta,Padi,7016.0
2022-04-03,DKI Jakarta,Padi,6963.0
2022-04-04,DKI Jakarta,Padi,6908.0
2022-04-05,DKI Jakarta,Padi,6924.0
2022-04-06,DKI Jakarta,Padi,6859.0
2022-04-07,DKI Jakarta,Padi,6833.0
2022-04-08,DKI Jakarta,Padi,6856.0
2022-04-09,DKI Jakarta,Padi,6809.0
2022-04-10,DKI Jakarta,Padi,6884.0
2022-04-11,DKI Jakarta,Padi,6941.0
2022-04-12,DKI Jakarta,Padi,6865.0
2022-04-13,DKI Jakarta,Padi,6819.0
2022-04-14,DKI Jakarta,Padi,6709.0
2022-04-15,DKI Jakarta,Padi,6669.0
2022-04-16,DKI Jakarta,Padi,6703.0
2022-04-17,DKI Jakarta,Padi,6681.0
2022-04-18,DKI Jakarta,Padi,6700.0
2022-04-19,DKI Jakarta,Padi,6625.0
2022-04-20,DKI Jakarta,Padi,6660.0
2022-04-21,DKI Jakarta,Padi,6630.0
2022-04-22,DKI Jakarta,Padi,6627.0
2022-04-23,DKI Jakarta,Padi,6618.0
2022-04-24,DKI Jakarta,Padi,6554.0
2022-04-25,DKI Jakarta,Padi,6495.0
2022-04-26,DKI Jakarta,Padi,6537.0
2022-04-27,DKI Jakarta,Padi,6551.0
2022-04-28,DKI Jakarta,Padi,6596.0
2022-04-29,DKI Jakarta,Padi,6606.0
2022-04-30,DKI Jakarta,Padi,6608.0
2022-05-01,DKI Jakarta,Padi,6520.0
2022-05-02,DKI Jakarta,Padi,6502.0
2022-05-03,DKI Jakarta,Padi,6495.0
2022-05-04,DKI Jakarta,Padi,6581.0
2022-05-05,DKI Jakarta,Padi,6608.0
2022-05-06,DKI Jakarta,Padi,6674.0
2022-05-07,DKI Jakarta,Padi,6696.0
2022-05-08,DKI Jakarta,Padi,6655.0
2022-05-09,DKI Jakarta,Padi,6654.0
2022-05-10,DKI Jakarta,Padi,6658.0
2022-05-11,DKI Jakarta,Padi,6606.0
2022-05-12,DKI Jakarta,Padi,6580.0
2022-05-13,DKI Jakarta,Padi,6563.0
2022-05-14,DKI Jakarta,Padi,6631.0
2022-05-15,DKI Jakarta,Padi,6524.0
2022-05-16,DKI Jakarta,Padi,6574.0
2022-05-17,DKI Jakarta,Padi,6521.0
2022-05-18,DKI Jakarta,Padi,6447.0
2022-05-19,DKI Jakarta,Padi,6494.0
2022-05-20,DKI Jakarta,Padi,6520.0
2022-05-21,DKI Jakarta,Padi,6571.0
2022-05-22,DKI Jakarta,Padi,6600.0
2022-05-23,DKI Jakarta,Padi,6688.0
2022-05-24,DKI Jakarta,Padi,6706.0
2022-05-25,DKI Jakarta,Padi,6689.0
2022-05-26,DKI Jakarta,Padi,6695.0
2022-05-27,DKI Jakarta,Padi,6744.0
2022-05-28,DKI Jakarta,Padi,6697.0
2022-05-29,DKI Jakarta,Padi,6656.0
2022-05-30,DKI Jakarta,Padi,6632.0
2022-05-31,DKI Jakarta,Padi,6521.0
2022-06-01,DKI Jakarta,Padi,6517.0
2022-06-02,DKI Jakarta,Padi,6417.0
2022-06-03,DKI Jakarta,Padi,6409.0
2022-06-04,DKI Jakarta,Padi,6439.0
2022-06-05,DKI Jakarta,Padi,6406.0
2022-06-06,DKI Jakarta,Padi,6474.0
2022-06-07,DKI Jakarta,Padi,6394.0
2022-06-08,DKI Jakarta,Padi,6439.0
2022-06-09,DKI Jakarta,Padi,6460.0
2022-06-10,DKI Jakarta,Padi,6367.0
2022-06-11,DKI Jakarta,Padi,6485.0
2022-06-12,DKI Jakarta,Padi,6470.0
2022-06-13,DKI Jakarta,Padi,6417.0
2022-06-14,DKI Jakarta,Padi,6338.0
2022-06-15,DKI Jakarta,Padi,6316.0
2022-06-16,DKI Jakarta,Padi,6298.0
2022-06-17,DKI Jakarta,Padi,6291.0
2022-06-18,DKI Jakarta,Padi,6265.0
2022-06-19,DKI Jakarta,Padi,6283.0
2022-06-20,DKI Jakarta,Padi,6253.0
2022-06-21,DKI Jakarta,Padi,6149.0
2022-06-22,DKI Jakarta,Padi,6129.0
2022-06-23,DKI Jakarta,Padi,6005.0
2022-06-24,DKI Jakarta,Padi,6009.0
2022-06-25,DKI Jakarta,Padi,5950.0
2022-06-26,DKI Jakarta,Padi,5946.0
2022-06-27,DKI Jakarta,Padi,5996.0
2022-06-28,DKI Jakarta,Padi,5939.0
2022-06-29,DKI Jakarta,Padi,5977.0
2022-06-30,DKI Jakarta,Padi,5944.0
2022-07-01,DKI Jakarta,Padi,6015.0
2022-07-02,DKI Jakarta,Padi,5985.0
2022-07-03,DKI Jakarta,Padi,5932.0
2022-07-04,DKI Jakarta,Padi,5953.0
2022-07-05,DKI Jakarta,Padi,5920.0
2022-07-06,DKI Jakarta,Padi,5867.0
2022-07-07,DKI Jakarta,Padi,5832.0
2022-07-08,DKI Jakarta,Padi,5818.0
2022-07-09,DKI Jakarta,Padi,5869.0
2022-07-10,DKI Jakarta,Padi,5765.0
2022-07-11,DKI Jakarta,Padi,5754.0
2022-07-12,DKI Jakarta,Padi,5771.0
2022-07-13,DKI Jakarta,Padi,5768.0
2022-07-14,DKI Jakarta,Padi,5818.0
2022-07-15,DKI Jakarta,Padi,5802.0
2022-07-16,DKI Jakarta,Padi,5782.0
2022-07-17,DKI Jakarta,Padi,5798.0
2022-07-18,DKI Jakarta,Padi,5790.0
2022-07-19,DKI Jakarta,Padi,5760.0
2022-07-20,DKI Jakarta,Padi,5773.0
2022-07-21,DKI Jakarta,Padi,5730.0
2022-07-22,DKI Jakarta,Padi,5689.0
2022-07-23,DKI Jakarta,Padi,5652.0
2022-07-24,DKI Jakarta,Padi,5705.0
2022-07-25,DKI Jakarta,Padi,5540.0
2022-07-26,DKI Jakarta,Padi,5548.0
2022-07-27,DKI Jakarta,Padi,5538.0
2022-07-28,DKI Jakarta,Padi,5447.0
2022-07-29,DKI Jakarta,Padi,5450.0
2022-07-30,DKI Jakarta,Padi,5462.0
2022-07-31,DKI Jakarta,Padi,5479.0
2022-08-01,DKI Jakarta,Padi,5342.0
2022-08-02,DKI Jakarta,Padi,5396.0
2022-08-03,DKI Jakarta,Padi,5351.0
2022-08-04,DKI Jakarta,Padi,5373.0
2022-08-05,DKI Jakarta,Padi,5397.0
2022-08-06,DKI Jakarta,Padi,5346.0
2022-08-07,DKI Jakarta,Padi,5367.0
2022-08-08,DKI Jakarta,Padi,5338.0
2022-08-09,DKI Jakarta,Padi,5230.0
2022-08-10,DKI Jakarta,Padi,5276.0
2022-08-11,DKI Jakarta,Padi,5229.0
2022-08-12,DKI Jakarta,Padi,5179.0
2022-08-13,DKI Jakarta,Padi,5151.0
2022-08-14,DKI Jakarta,Padi,5154.0
2022-08-15,DKI Jakarta,Padi,5143.0
2022-08-16,DKI Jakarta,Padi,5160.0
2022-08-17,DKI Jakarta,Padi,5087.0
2022-08-18,DKI Jakarta,Padi,5043.0
2022-08-19,DKI Jakarta,Padi,5029.0
2022-08-20,DKI Jakarta,Padi,5111.0
2022-08-21,DKI Jakarta,Padi,5098.0
2022-08-22,DKI Jakarta,Padi,5141.0
2022-08-23,DKI Jakarta,Padi,5135.0
2022-08-24,DKI Jakarta,Padi,5105.0
2022-08-25,DKI Jakarta,Padi,5085.0
2022-08-26,DKI Jakarta,Padi,5070.0
2022-08-27,DKI Jakarta,Padi,5092.0
2022-08-28,DKI Jakarta,Padi,5150.0
2022-08-29,DKI Jakarta,Padi,5160.0
2022-08-30,DKI Jakarta,Padi,5210.0
2022-08-31,DKI Jakarta,Padi,5158.0
2022-09-01,DKI Jakarta,Padi,5132.0
2022-09-02,DKI Jakarta,Padi,5092.0
2022-09-03,DKI Jakarta,Padi,5101.0
2022-09-04,DKI Jakarta,Padi,5078.0
2022-09-05,DKI Jakarta,Padi,5107.0
2022-09-06,DKI Jakarta,Padi,5058.0
2022-09-07,DKI Jakarta,Padi,5055.0
2022-09-08,DKI Jakarta,Padi,5083.0
2022-09-09,DKI Jakarta,Padi,4980.0
2022-09-10,DKI Jakarta,Padi,5076.0
2022-09-11,DKI Jakarta,Padi,5059.0
2022-09-12,DKI Jakarta,Padi,4959.0
2022-09-13,DKI Jakarta,Padi,4962.0
2022-09-14,DKI Jakarta,Padi,4960.0
2022-09-15,DKI Jakarta,Padi,4953.0
2022-09-16,DKI Jakarta,Padi,4997.0
2022-09-17,DKI Jakarta,Padi,5030.0
2022-09-18,DKI Jakarta,Padi,5041.0
2022-09-19,DKI Jakarta,Padi,5060.0
2022-09-20,DKI Jakarta,Padi,5053.0
2022-09-21,DKI Jakarta,Padi,5135.0
2022-09-22,DKI Jakarta,Padi,5063.0
2022-09-23,DKI Jakarta,Padi,5068.0
2022-09-24,DKI Jakarta,Padi,5069.0
2022-09-25,DKI Jakarta,Padi,5107.0
2022-09-26,DKI Jakarta,Padi,5066.0
2022-09-27,DKI Jakarta,Padi,4982.0
2022-09-28,DKI Jakarta,Padi,4989.0
2022-09-29,DKI Jakarta,Padi,5002.0
2022-09-30,DKI Jakarta,Padi,5073.0
2022-10-01,DKI Jakarta,Padi,5013.0
2022-10-02,DKI Jakarta,Padi,5068.0
2022-10-03,DKI Jakarta,Padi,5181.0
2022-10-04,DKI Jakarta,Padi,5164.0
2022-10-05,DKI Jakarta,Padi,5103.0
2022-10-06,DKI Jakarta,Padi,5085.0
2022-10-07,DKI Jakarta,Padi,5087.0
2022-10-08,DKI Jakarta,Padi,5116.0
2022-10-09,DKI Jakarta,Padi,5090.0
2022-10-10,DKI Jakarta,Padi,5166.0
2022-10-11,DKI Jakarta,Padi,5115.0
2022-10-12,DKI Jakarta,Padi,5035.0
2022-10-13,DKI Jakarta,Padi,5090.0
2022-10-14,DKI Jakarta,Padi,4985.0
2022-10-15,DKI Jakarta,Padi,4979.0
2022-10-16,DKI Jakarta,Padi,5130.0
2022-10-17,DKI Jakarta,Padi,5133.0
2022-10-18,DKI Jakarta,Padi,5084.0
2022-10-19,DKI Jakarta,Padi,5085.0
2022-10-20,DKI Jakarta,Padi,5087.0
2022-10-21,DKI Jakarta,Padi,5099.0
2022-10-22,DKI Jakarta,Padi,5136.0
2022-10-23,DKI Jakarta,Padi,5091.0
2022-10-24,DKI Jakarta,Padi,5176.0
2022-10-25,DKI Jakarta,Padi,5193.0
2022-10-26,DKI Jakarta,Padi,5233.0
2022-10-27,DKI Jakarta,Padi,5209.0
2022-10-28,DKI Jakarta,Padi,5276.0
2022-10-29,DKI Jakarta,Padi,5270.0
2022-10-30,DKI Jakarta,Padi,5290.0
2022-10-31,DKI Jakarta,Padi,5252.0
2022-11-01,DKI Jakarta,Padi,5211.0
2022-11-02,DKI Jakarta,Padi,5251.0
2022-11-03,DKI Jakarta,Padi,5237.0
2022-11-04,DKI Jakarta,Padi,5204.0
2022-11-05,DKI Jakarta,Padi,5181.0
2022-11-06,DKI Jakarta,Padi,5222.0
2022-11-07,DKI Jakarta,Padi,5200.0
2022-11-08,DKI Jakarta,Padi,5202.0
2022-11-09,DKI Jakarta,Padi,5211.0
2022-11-10,DKI Jakarta,Padi,5128.0
2022-11-11,DKI Jakarta,Padi,5067.0
2022-11-12,DKI Jakarta,Padi,5092.0
2022-11-13,DKI Jakarta,Padi,5066.0
2022-11-14,DKI Jakarta,Padi,5125.0
2022-11-15,DKI Jakarta,Padi,5180.0
2022-11-16,DKI Jakarta,Padi,5224.0
2022-11-17,DKI Jakarta,Padi,5320.0
2022-11-18,DKI Jakarta,Padi,5326.0
2022-11-19,DKI Jakarta,Padi,5366.0
2022-11-20,DKI Jakarta,Padi,5348.0
2022-11-21,DKI Jakarta,Padi,5475.0
2022-11-22,DKI Jakarta,Padi,5580.0
2022-11-23,DKI Jakarta,Padi,5591.0
2022-11-24,DKI Jakarta,Padi,5620.0
2022-11-25,DKI Jakarta,Padi,5695.0
2022-11-26,DKI Jakarta,Padi,5699.0
2022-11-27,DKI Jakarta,Padi,5679.0
2022-11-28,DKI Jakarta,Padi,5731.0
2022-11-29,DKI Jakarta,Padi,5746.0
2022-11-30,DKI Jakarta,Padi,5766.0
2022-12-01,DKI Jakarta,Padi,5738.0
2022-12-02,DKI Jakarta,Padi,5668.0
2022-12-03,DKI Jakarta,Padi,5691.0
2022-12-04,DKI Jakarta,Padi,5746.0
2022-12-05,DKI Jakarta,Padi,5747.0
2022-12-06,DKI Jakarta,Padi,5828.0
2022-12-07,DKI Jakarta,Padi,5806.0
2022-12-08,DKI Jakarta,Padi,5768.0
2022-12-09,DKI Jakarta,Padi,5777.0
2022-12-10,DKI Jakarta,Padi,5786.0
